App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068.0,40.0,500000.0,Free,0.0,Everyone,Yes,No,No
Rise of Kingdoms: Lost Crusade,Others,4.3,312204.0,270.0,10000000.0,Free,0.0,Everyone 10+,No,Yes,Yes
DT Manager,PRODUCTIVITY,4.0,9.0,31.0,500.0,Free,0.0,Everyone,No,No,No
FL Racing Manager 2015 Pro,SPORTS,4.4,656.0,22.0,5000.0,Paid,0.99,Everyone,No,No,No
Fr Daoud Lamei,Others,4.7,2036.0,68.0,100000.0,Free,0.0,Everyone,No,No,No
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,312204.0,21.0,5000000.0,Free,0.0,Teen,Yes,No,No
스타일닷컴 - 패션브랜드 모음,Others,4.5,8564.0,270.0,500000.0,Free,0.0,Everyone,Yes,No,Yes
Learn 33 Languages Free - Mondly,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,312204.0,60.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Sudoku Master,GAME,4.4,58387.0,33.0,1000000.0,Free,0.0,Everyone,No,No,No
Canvas FL,FAMILY,4.9,36.0,94.0,1000.0,Free,0.0,Teen,No,No,No
ICカードリーダー by マネーフォワード,PRODUCTIVITY,4.1,1383.0,270.0,100000.0,Free,0.0,Everyone,No,No,Yes
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442.0,68.0,100000.0,Paid,4.99,Everyone,No,No,No
W-History Standalone,Others,3.2,38.0,15.0,1000.0,Paid,0.99,Everyone,No,No,No
Fancy Pants Adventures,GAME,4.7,55952.0,61.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
DB Streckenagent,Others,3.9,4569.0,75.0,500000.0,Free,0.0,Everyone,No,No,No
"Canva: Graphic Design, Video Collage, Logo Maker",Others,4.7,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,Yes,Yes
"FastMeet: Chat, Dating, Love",Others,4.2,22544.0,59.0,1000000.0,Free,0.0,Mature 17+,Yes,Yes,No
T-shirt design - Snaptee,LIFESTYLE,4.2,29756.0,45.0,1000000.0,Free,0.0,Everyone,No,No,No
Beautiful Widgets Free,PERSONALIZATION,3.9,25037.0,14.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Pirate Code - PVP Battles at Sea,Others,4.4,44741.0,270.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
WhatsApp Messenger,COMMUNICATION,4.0,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,No,Yes
Roll the Ball® - slide puzzle,GAME,,312204.0,35.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Background Changer & Eraser,PHOTOGRAPHY,4.0,2076.0,11.0,500000.0,Free,0.0,Teen,Yes,No,No
Easy Makeup Tutorials,LIFESTYLE,4.3,7287.0,50.0,1000000.0,Free,0.0,Everyone,Yes,No,No
WordBrain - Free classic word puzzle game,Others,4.4,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
The CW,Others,4.4,288150.0,21.0,5000000.0,Free,0.0,Teen,Yes,No,No
Do Not Disturb! 2 - Challenge Your Prank Skills!,FAMILY,4.0,34417.0,48.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Au Bon Pain,Others,,70.0,26.0,10000.0,Free,0.0,Everyone,No,No,No
AJ Bell Youinvest,FINANCE,2.8,135.0,53.0,10000.0,Free,0.0,Everyone,No,No,No
Black Theme Go Launcher EX,PERSONALIZATION,4.1,285.0,39.0,50000.0,Free,0.0,Teen,Yes,No,No
EP RSS Reader,COMMUNICATION,3.8,4.0,0.892,100.0,Free,0.0,Everyone,No,No,No
NETGEAR WiFi Analytics,TOOLS,4.1,9496.0,0.696,1000000.0,Free,0.0,Everyone,No,No,No
BanG Dream! Girls Band Party!,Others,4.5,103898.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4.0,114.0,25.0,10000.0,Free,0.0,Everyone,Yes,No,No
SUMI SUMI : Matching Puzzle,Others,4.1,31062.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Cell to Singularity - Evolution Never Ends,Others,4.5,191670.0,270.0,10000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Coast To Coast AM Insider,Others,3.9,4581.0,21.0,100000.0,Free,0.0,Everyone,No,No,No
Simple Gallery,TOOLS,4.5,28030.0,90.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Exchange Bank - EB Mobile,FINANCE,4.6,8.0,31.0,1000.0,Free,0.0,Everyone,No,No,No
Bike Racing 3D,GAME,4.2,312204.0,14.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Harkins Theatres,Others,4.3,1511.0,12.0,100000.0,Free,0.0,Everyone,No,No,No
배달요기요 - 기다림 없는 맛집 배달앱,Others,4.5,180557.0,270.0,10000000.0,Free,0.0,Everyone,No,No,Yes
Professor Online SEDUC-CE,FAMILY,4.1,188.0,46.0,10000.0,Free,0.0,Everyone,No,No,No
Mobills Budget Planner and Track your Finances,FINANCE,4.6,243316.0,270.0,5000000.0,Free,0.0,Everyone,No,Yes,Yes
EU Mobile Money,FINANCE,3.9,460.0,61.0,100000.0,Free,0.0,Everyone,No,No,No
R-TYPE,GAME,4.5,7687.0,23.0,100000.0,Paid,1.99,Everyone,No,No,No
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490.0,38.0,500000.0,Free,0.0,Everyone 10+,Yes,No,No
Dragon Mania Legends,Others,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5.0,1.0,27.0,100.0,Paid,4.99,Everyone,No,No,No
CamScanner (License),PRODUCTIVITY,4.4,26358.0,0.05,500000.0,Paid,1.99,Everyone,No,Yes,No
Fastlane: Road to Revenge,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Cestovné poriadky CP,Others,4.6,2681.0,63.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Stardew Valley,Others,4.7,92543.0,270.0,1000000.0,Paid,4.99,Everyone 10+,No,No,Yes
DS-Students,FAMILY,4.8,5.0,84.0,100.0,Free,0.0,Everyone,No,No,No
愛料理 - 美食自己做,Others,4.8,72181.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Airplane Fly Hawaii,FAMILY,4.1,83427.0,16.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
RO仙境傳說：守護永恆的愛,Others,4.2,52080.0,270.0,1000000.0,Free,0.0,Everyone 10+,No,No,Yes
T-Mobile DIGITS,COMMUNICATION,3.0,1820.0,33.0,100000.0,Free,0.0,Everyone,No,No,No
Blood Domination - BL Game,GAME,4.5,415.0,52.0,10000.0,Free,0.0,Mature 17+,Yes,Yes,No
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840.0,19.0,5000000.0,Free,0.0,Everyone,No,Yes,No
Hactar Go,FAMILY,4.8,97.0,35.0,1000.0,Paid,2.99,Everyone,No,Yes,No
noon shopping,Others,2.9,283784.0,270.0,10000000.0,Free,0.0,Everyone,No,No,Yes
Ebenezer AH,MEDICAL,4.0,4.0,27.0,500.0,Free,0.0,Everyone,No,No,No
3D Tennis,SPORTS,4.2,312204.0,13.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Futurama: Worlds of Tomorrow,Others,4.1,,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
Banking Calculator,FINANCE,4.5,3704.0,46.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
ZOMBIE RIPPER,GAME,3.7,,94.0,500000.0,Free,0.0,Mature 17+,Yes,No,No
Soul of Eden,Others,4.3,33657.0,270.0,1000000.0,Free,0.0,Everyone 10+,No,Yes,Yes
Faketalk - Chatbot,GAME,4.2,63056.0,81.0,1000000.0,Free,0.0,Teen,Yes,No,No
DB LINK RGB,TOOLS,2.7,7.0,52.0,500.0,Free,0.0,Everyone,No,No,No
Tap Titans 2: Heroes Attack Titans. Clicker on!,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
EZ Web Video Cast | Chromecast,Others,4.1,1276.0,46.0,100000.0,Free,0.0,Everyone,No,No,No
OTOME of Ikemen cafe,FAMILY,4.5,1318.0,24.0,50000.0,Free,0.0,Teen,Yes,Yes,No
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,312204.0,24.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
NeuroNation - Brain Training & Brain Games,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6.0,16.0,1000.0,Free,0.0,Everyone,Yes,No,No
Power Plug EV charger,Others,3.7,13.0,39.0,1000.0,Free,0.0,Everyone,No,No,No
Ben 10: Alien Experience,FAMILY,,82005.0,45.0,10000000.0,Free,0.0,Everyone 10+,Yes,No,No
FD VR - Virtual 3D Web Browser,FAMILY,3.8,729.0,30.0,100000.0,Free,0.0,Everyone,No,No,No
Golf Clash,SPORTS,4.3,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Mind Games Pro,FAMILY,4.6,15301.0,18.0,100000.0,Paid,2.99,Everyone,No,No,No
Manga Zero - Japanese cartoon and comic reader,Others,4.2,15194.0,15.0,1000000.0,Free,0.0,Teen,Yes,Yes,No
Kebab World - Chef Kitchen Restaurant Cooking Game,Others,4.4,58416.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Allegiant,Others,3.1,5572.0,21.0,1000000.0,Free,0.0,Everyone,No,No,No
Play Tube,Others,4.3,15874.0,54.0,1000000.0,Free,0.0,Everyone,Yes,No,No
OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34.0,49.0,10000.0,Free,0.0,Everyone,No,No,No
DRAGON QUEST IV,FAMILY,4.7,1647.0,16.0,10000.0,Paid,14.99,Everyone,No,No,No
VZ Navigator for Galaxy S4,Others,3.0,2750.0,39.0,5000000.0,Free,0.0,Everyone,No,No,No
AK Interactive,FAMILY,4.3,734.0,13.0,10000.0,Free,0.0,Everyone,No,No,No
Photo Editor,PHOTOGRAPHY,4.3,42079.0,17.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Fire Emblem Heroes,Others,4.4,312204.0,270.0,5000000.0,Free,0.0,Teen,No,Yes,Yes
Tap Tap Fish AbyssRium - Healing Aquarium (+VR),Others,4.2,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Learn Body Parts in English,FAMILY,4.0,7243.0,42.0,1000000.0,Free,0.0,Everyone,Yes,No,No
EP Research Service,BOOKS_AND_REFERENCE,4.7,14.0,27.0,1000.0,Free,0.0,Everyone,No,No,No
Idle Miner Tycoon: Mine & Money Clicker Management,Others,4.6,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Food-Aw - Order Food Online in Aruba,Others,5.0,1.0,24.0,100.0,Free,0.0,Everyone,No,No,No
F-Stop Gallery Pro,PHOTOGRAPHY,4.4,1302.0,0.058,10000.0,Paid,4.99,Everyone,No,No,No
Word Search,GAME,4.7,295241.0,39.0,10000000.0,Free,0.0,Everyone,No,No,No
vide-greniers.org,Others,4.3,5839.0,35.0,100000.0,Free,0.0,Everyone,Yes,No,No
Batmobile™ R/C Controller,FAMILY,3.7,452.0,30.0,100000.0,Free,0.0,Everyone,No,No,No
Blood Donor,MEDICAL,4.2,,20.0,500000.0,Free,0.0,Everyone,No,No,No
Key Ring: Cards Coupon & Sales,Others,4.1,42871.0,23.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Angelo Rules - Crazy day,GAME,3.9,108336.0,62.0,1000000.0,Free,0.0,Everyone,Yes,No,No
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,4.7,76.0,22.0,50000.0,Free,0.0,Everyone,Yes,No,No
Blitzer.de,Others,4.5,65590.0,18.0,5000000.0,Free,0.0,Everyone,Yes,No,No
風之國度,Others,,37501.0,270.0,500000.0,Free,0.0,Teen,No,No,Yes
30 Day AB Challenge - Lumowell,HEALTH_AND_FITNESS,4.8,793.0,40.0,10000.0,Free,0.0,Everyone,Yes,Yes,No
PhotoFunia,PHOTOGRAPHY,4.3,312204.0,44.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Snap Cat Face Camera,PHOTOGRAPHY,4.0,,49.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Math Tricks,Others,4.5,,81.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Geometry Dash Meltdown,GAME,4.6,312204.0,48.0,19970000.0,Free,0.0,Everyone,Yes,No,No
"Carousell: Fashion, Services, Automotive, Property",Others,4.7,238605.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Bulgarian French Dictionary Fr,BOOKS_AND_REFERENCE,4.6,603.0,74.0,10000.0,Free,0.0,Everyone,Yes,No,No
Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951.0,60.0,1000000.0,Free,0.0,Everyone,No,Yes,No
Super Jabber Jump 3,GAME,4.3,34494.0,23.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
Detention,Others,4.5,885.0,270.0,500000.0,Free,0.0,Teen,No,Yes,Yes
Bet Master Pro Soccer Predictions,SPORTS,4.4,328.0,11.0,10000.0,Free,0.0,Everyone,Yes,No,No
Traffic signs BD,COMMUNICATION,4.4,7.0,53.0,500.0,Free,0.0,Everyone,Yes,No,No
DIY CD Craft Ideas,LIFESTYLE,4.4,5.0,46.0,1000.0,Free,0.0,Everyone,Yes,No,No
Flow Free,GAME,4.3,312204.0,11.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
"MAPS.ME – Offline maps, travel guides & navigation",Others,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,No,Yes
ai.type keyboard Plus + Emoji,TOOLS,4.5,57076.0,35.0,100000.0,Paid,4.49,Everyone,No,No,No
Royal Revolt 2: Tower Defense RTS & Castle Builder,Others,4.5,,270.0,10000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Compass,Others,4.3,286454.0,37.0,10000000.0,Free,0.0,Everyone,No,No,No
Theatre of the Absurd CE(Full),FAMILY,4.1,1143.0,15.0,10000.0,Paid,2.99,Everyone 10+,Yes,No,No
CritDice - Dice Roller,FAMILY,4.7,2910.0,53.0,50000.0,Free,0.0,Everyone,Yes,Yes,No
iTranslate Translator & Dictionary,PRODUCTIVITY,,201718.0,35.0,10000000.0,Free,0.0,Everyone,No,Yes,No
CF cal,TOOLS,4.3,123.0,29.0,10000.0,Free,0.0,Everyone,Yes,No,No
EV Connect,Others,2.8,25.0,58.0,1000.0,Free,0.0,Everyone,No,No,No
Tennis Clash: 1v1 Free Online Sports Game,SPORTS,4.3,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
F-Stop Gallery,PHOTOGRAPHY,4.2,12726.0,15.0,1000000.0,Free,0.0,Everyone,No,No,No
Super Mario Run,GAME,3.7,312204.0,70.0,19970000.0,Free,0.0,Everyone,No,Yes,Yes
Word Cross,Others,4.6,228456.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
CT Checkout,FINANCE,5.0,1.0,84.0,50.0,Free,0.0,Everyone,No,No,No
Moto Z Market,TOOLS,2.2,605.0,38.0,1000000.0,Free,0.0,Everyone,No,No,No
Mystic Messenger,Others,4.7,312204.0,270.0,5000000.0,Free,0.0,Teen,No,Yes,Yes
WFLA News Channel 8 - Tampa FL,Others,3.8,133.0,14.0,10000.0,Free,0.0,Everyone,Yes,No,No
Grab Driver,Others,4.2,301413.0,48.0,5000000.0,Free,0.0,Everyone,No,No,No
La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314.0,98.0,50000.0,Free,0.0,Everyone,Yes,No,No
Run R Script - Online Statistical Data Analysis,FAMILY,3.9,8.0,62.0,1000.0,Free,0.0,Everyone,No,No,No
Quiz for Clash Royale™,FAMILY,,3788.0,32.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
"Language Learning - Spanish, Korean, French & More",Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
CT-Stream Player,FAMILY,3.9,84.0,11.0,10000.0,Free,0.0,Everyone,Yes,No,No
Job'Of - Emploi au Cameroun,BUSINESS,4.1,294.0,98.0,10000.0,Free,0.0,Everyone,No,No,No
Homesnap Real Estate & Rentals,Others,4.3,3834.0,30.0,500000.0,Free,0.0,Everyone,No,No,No
Bedroom Decorating Ideas,Others,4.0,2382.0,59.0,500000.0,Free,0.0,Everyone,Yes,No,No
"Asphalt 8 Racing Game - Drive, Drift at Real Speed",Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Table Tennis Touch,SPORTS,4.0,112575.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
taxi.eu,Others,4.1,1865.0,22.0,100000.0,Free,0.0,Everyone,No,No,No
IQ Test,PRODUCTIVITY,4.2,1623.0,18.0,100000.0,Free,0.0,Everyone,No,No,No
라이즈 오브 킹덤즈,Others,3.9,94284.0,270.0,1000000.0,Free,0.0,Teen,No,Yes,Yes
Curriculum Vitae - Resume CV,PRODUCTIVITY,2.6,80.0,22.0,10000.0,Free,0.0,Everyone,No,No,No
EJ Insight,Others,4.0,33.0,0.28,1000.0,Free,0.0,Everyone,Yes,No,No
D-H Pharmacy,LIFESTYLE,5.0,6.0,23.0,1000.0,Free,0.0,Everyone,No,No,No
My EU,FAMILY,3.8,4.0,13.0,100.0,Free,0.0,Everyone,No,No,No
Ninja Arashi,Others,4.5,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721.0,67.0,10000000.0,Free,0.0,Everyone,No,Yes,No
Q Avatar (Avatar Maker),Others,4.4,2012.0,36.0,100000.0,Free,0.0,Everyone,Yes,No,No
DK Live - Sports Play by Play,SPORTS,3.9,255.0,19.0,100000.0,Free,0.0,Everyone,Yes,No,No
sustainability@BU,LIFESTYLE,4.8,10.0,11.0,1000.0,Free,0.0,Everyone,No,No,No
Dungeon Hunter 5 – Action RPG,FAMILY,4.2,312204.0,51.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
BW-Go,GAME,4.8,265.0,13.0,1000.0,Paid,3.49,Everyone,No,No,No
Animation Throwdown: The Collectible Card Game,Others,4.4,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Mafia City,GAME,4.5,168717.0,56.0,10000000.0,Free,0.0,Mature 17+,No,Yes,No
Major Mayhem,GAME,4.6,312204.0,39.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
"Bus+ (Bus, Train, Metro, Ubike)",Others,4.6,24632.0,270.0,500000.0,Free,0.0,Everyone,Yes,Yes,Yes
PUZZLE STAR BT21,Others,4.8,312204.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Ez Screen Recorder (no ad),Others,4.7,8696.0,14.0,100000.0,Free,0.0,Everyone,No,No,No
Nur təfsiri 1-ci cild,Others,5.0,15.0,14.0,1000.0,Free,0.0,Everyone,No,No,No
XDV,PHOTOGRAPHY,3.1,6827.0,87.0,1000000.0,Free,0.0,Everyone,No,No,No
Al Quran MP3 - Quran Reading®,FAMILY,4.7,47463.0,22.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Entel,LIFESTYLE,3.2,16168.0,55.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Police Car Driver,GAME,3.8,83671.0,30.0,10000000.0,Free,0.0,Everyone 10+,Yes,No,No
bm offers,LIFESTYLE,,320.0,31.0,50000.0,Free,0.0,Everyone,No,No,No
EP Mobile,MEDICAL,4.3,267.0,23.0,50000.0,Free,0.0,Everyone,No,No,No
Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204.0,19.0,1000000.0,Free,0.0,Everyone,No,Yes,No
HD Camera,PHOTOGRAPHY,4.3,49680.0,87.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Farsi Keyboard,TOOLS,4.3,9716.0,13.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Mega Photo,PHOTOGRAPHY,4.2,44941.0,16.0,1000000.0,Free,0.0,Everyone,Yes,No,No
AppBrain Ad Detector,TOOLS,3.7,9221.0,17.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Banorte Movil,FINANCE,4.1,111632.0,65.0,1000000.0,Free,0.0,Everyone,No,No,No
EV Finder,TOOLS,4.3,29.0,23.0,1000.0,Free,0.0,Everyone,No,No,No
Learn SQL,Others,4.7,19277.0,53.0,1000000.0,Free,0.0,Everyone,No,No,No
My baby firework (Remove ad),FAMILY,4.1,30.0,0.014,1000.0,Paid,0.99,Everyone,No,No,No
Extreme- Personal Voice Assistant,PRODUCTIVITY,4.4,25627.0,98.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Al Mayadeen,Others,4.7,13620.0,90.0,500000.0,Free,0.0,Everyone,Yes,No,No
Learn To Draw Glow Princess,FAMILY,4.5,3323.0,96.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
BG LINKED (BGLINKED),Others,4.7,22.0,11.0,1000.0,Free,0.0,Everyone,Yes,No,No
Geometry Dash SubZero,GAME,4.6,260527.0,49.0,10000000.0,Free,0.0,Everyone,Yes,No,No
IHG®: Hotel Deals & Rewards,Others,4.3,,44.0,1000000.0,Free,0.0,Everyone,No,No,No
Electrician Calculator Pro,TOOLS,3.9,47.0,0.27,1000.0,Paid,14.99,Everyone,No,No,No
DQSalmaan - A fan made App,FAMILY,4.9,707.0,60.0,10000.0,Free,0.0,Everyone,Yes,No,No
Tangerine - Habit and mood tracker,HEALTH_AND_FITNESS,4.3,282.0,270.0,10000.0,Free,0.0,Everyone,No,Yes,Yes
My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,49147.0,13.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
BH Patrole,Others,4.8,27.0,25.0,500.0,Free,0.0,Everyone,No,No,No
LAYTON’S MYSTERY JOURNEY  – Starter Kit,Others,3.6,1743.0,270.0,100000.0,Free,0.0,Everyone,No,Yes,Yes
Candy Pop Story,FAMILY,4.7,12948.0,23.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Stupid Zombies,GAME,4.5,312204.0,33.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
The Secret Daily Teachings,LIFESTYLE,4.3,206.0,32.0,1000.0,Paid,4.99,Everyone,No,Yes,No
Dinosaurs Coloring Pages,Others,4.4,390.0,41.0,500000.0,Free,0.0,Everyone,Yes,Yes,No
FP BW LCD View,FAMILY,3.4,16.0,12.0,500.0,Free,0.0,Everyone,No,No,No
BU Mobile,FAMILY,4.5,472.0,43.0,10000.0,Free,0.0,Everyone,No,No,No
"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9.0,88.0,1000.0,Free,0.0,Everyone,No,Yes,No
eG Monitor,PRODUCTIVITY,4.6,8.0,75.0,100.0,Free,0.0,Everyone,No,No,No
Cat Sim Online: Play with Cats,FAMILY,,137198.0,81.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
UNO!™,Others,4.4,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Radio K - KUOM,FAMILY,4.5,39.0,74.0,1000.0,Free,0.0,Everyone,No,No,No
Bridge Constructor Playground FREE,FAMILY,3.9,137377.0,30.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Channel 19,COMMUNICATION,3.7,916.0,12.0,100000.0,Free,0.0,Mature 17+,Yes,Yes,No
X Back - Icon Pack,PERSONALIZATION,4.5,56.0,26.0,10000.0,Paid,0.99,Everyone,No,No,No
Penny Finder,Others,4.2,470.0,41.0,10000.0,Paid,2.99,Everyone,No,No,No
SIM Card Info,TOOLS,4.1,4234.0,19.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Blood Pressure - Heartcare,MEDICAL,4.2,70.0,19.0,10000.0,Free,0.0,Everyone,No,Yes,No
Bonza Poly Art - Tenkyu Animal Jam for Kids,FAMILY,4.1,22.0,31.0,1000.0,Free,0.0,Everyone,Yes,Yes,No
CK 初一 十五,LIFESTYLE,4.0,294.0,0.153,10000.0,Free,0.0,Everyone,Yes,No,No
Fantastic Chefs: Match 'n Cook,FAMILY,,,91.0,500000.0,Free,0.0,Everyone,Yes,Yes,No
Pixlr-o-matic,PHOTOGRAPHY,4.5,180697.0,61.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Koi Live Wallpaper,PERSONALIZATION,4.6,14026.0,12.0,100000.0,Paid,0.99,Everyone,Yes,No,No
CEHQ - CE Credits for Nurses,FAMILY,4.5,12.0,40.0,1000.0,Free,0.0,Everyone,No,Yes,No
Ulala: Idle Adventure,Others,4.3,127422.0,270.0,1000000.0,Free,0.0,Everyone 10+,No,Yes,Yes
Z Camera,PHOTOGRAPHY,3.8,142.0,77.0,10000.0,Free,0.0,Everyone,No,No,No
英単語アプリ mikan - ゲーム感覚で英語の学習！入試やTOEICの対策も,Others,4.4,14102.0,270.0,1000000.0,Free,0.0,Everyone,No,Yes,Yes
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76.0,12.0,1000.0,Paid,4.99,Everyone,No,No,No
Learn English with ABA English – Study English,Others,,,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Slice: Package Tracker,Others,4.2,16966.0,34.0,1000000.0,Free,0.0,Everyone,No,No,No
Zoom - Comparar preços para Comprar Online,Others,4.6,158667.0,270.0,10000000.0,Free,0.0,Teen,No,No,Yes
V for Vampire - Free,FAMILY,4.3,2772.0,35.0,500000.0,Free,0.0,Teen,Yes,No,No
Period Tracker,MEDICAL,4.9,100082.0,37.0,1000000.0,Free,0.0,Everyone,Yes,No,No
ADP Mobile Solutions,BUSINESS,4.3,85185.0,29.0,5000000.0,Free,0.0,Everyone,No,No,No
Cookie Run: Kingdom - Kingdom Builder & Battle RPG,Others,,312204.0,270.0,5000000.0,Free,0.0,Everyone 10+,No,Yes,Yes
DJ Electro Mix Pad,FAMILY,3.9,53301.0,76.0,10000000.0,Free,0.0,Everyone,Yes,No,No
BD Data Plan (3G & 4G),COMMUNICATION,4.4,10341.0,69.0,500000.0,Free,0.0,Everyone,Yes,No,No
Hero Ball Z,Others,4.4,33472.0,270.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
FH WiFiCam,PHOTOGRAPHY,2.6,201.0,25.0,10000.0,Free,0.0,Everyone,No,No,No
Scoreboard FR,LIFESTYLE,4.3,3.0,15.0,100.0,Free,0.0,Everyone,No,No,No
BV Taxi Sudan,Others,3.5,8.0,26.0,10.0,Free,0.0,Everyone,No,No,No
アナザーエデン 時空を超える猫,Others,4.2,102910.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Fast Racing Car Simulator,GAME,3.8,8482.0,45.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Cy-Ranch,Others,4.5,27.0,71.0,500.0,Free,0.0,Everyone,Yes,No,No
AP European History: Practice Tests and Flashcards,FAMILY,4.7,7.0,54.0,1000.0,Free,0.0,Everyone,No,No,No
Thuglife Video Maker,FAMILY,3.5,38824.0,12.0,1000000.0,Free,0.0,Mature 17+,Yes,No,No
Financial Times,Others,4.2,27104.0,82.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
